label,types,,,,,
Nie2026,NS+WD,,,,,
Deng2025,NS+He,,,,,
He2023,BH+BH,BH+NS,BH+WD,NS+NS ,NS+WD ,WD+WD
Wang2024,BH+WR,NS+WR,,,,
Andrews2015,NS+NS,,,,,
Ugolini2025,BH+BH,,,,,
Broekgaarden2022,BH+BH,BH+NS,NS+NS,,,
Bavera2021,BH+BH,,,,,
Boesky2024,BH+BH,BH+NS,NS+NS,,,
Li2025,BH+BH,,,,,
Sgalletta2025,BH+BH,,,,,
Mapelli18,BH+BH,,,,,
Giacobbo18,BH+BH,,,,,
Baibhav19,BH+BH,,,,,
Giacobbo20,BH+BH,,,,,
Mapelli20,BH+BH,,,,,
Santoliquido20,BH+BH,,,,,
